injury_code,injury_name,feature,coefficient,abs_coefficient
0,Control,Cytoplasm_RadialDistribution_MeanFrac_Mito_2of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_AGP_4of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_3_1,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_DNA_2of4,0.0,0.0
0,Control,Cytoplasm_Intensity_MaxIntensity_AGP,0.0,0.0
0,Control,Cytoplasm_Intensity_IntegratedIntensity_RNA,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_6_0,0.0,0.0
0,Control,Cytoplasm_AreaShape_Solidity,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_ER_3of4,0.0,0.0
0,Control,Nuclei_Intensity_MedianIntensity_DNA,0.0,0.0
0,Control,Cells_AreaShape_Zernike_5_1,0.0,0.0
0,Control,Nuclei_RadialDistribution_FracAtD_RNA_3of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_7_5,0.0,0.0
0,Control,Nuclei_AreaShape_MinorAxisLength,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
0,Control,Cells_AreaShape_Zernike_9_3,0.0,0.0
0,Control,Nuclei_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
0,Control,Cells_Intensity_IntegratedIntensity_DNA,0.0,0.0
0,Control,Nuclei_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_7_1,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
0,Control,Cytoplasm_Intensity_MassDisplacement_Mito,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_DNA_2of4,0.0,0.0
0,Control,Cells_AreaShape_Zernike_5_5,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_8_2,0.0,0.0
0,Control,Cells_AreaShape_Zernike_7_7,0.0,0.0
0,Control,Cytoplasm_Intensity_MassDisplacement_ER,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_AGP_3of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_RNA_3of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_6_4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_ER_3of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensityEdge_DNA,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_6_6,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensity_ER,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_1_1,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_RNA_3of4,0.0,0.0
0,Control,Cells_Intensity_MassDisplacement_ER,0.0,0.0
0,Control,Nuclei_AreaShape_FormFactor,0.0,0.0
0,Control,Nuclei_Intensity_MeanIntensity_DNA,0.0,0.0
0,Control,Cells_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
0,Control,Cells_AreaShape_Zernike_9_1,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_9_7,0.0,0.0
0,Control,Nuclei_RadialDistribution_MeanFrac_RNA_2of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_RNA_4of4,0.0,0.0
0,Control,Cells_RadialDistribution_FracAtD_Mito_3of4,0.0,0.0
0,Control,Cells_Intensity_MeanIntensityEdge_AGP,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_8_8,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_5_5,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_8_0,0.0,0.0
0,Control,Cells_Intensity_IntegratedIntensity_RNA,0.0,0.0
0,Control,Cytoplasm_Intensity_IntegratedIntensityEdge_Mito,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
0,Control,Cells_RadialDistribution_FracAtD_DNA_3of4,0.0,0.0
0,Control,Cells_Intensity_IntegratedIntensityEdge_DNA,0.0,0.0
0,Control,Nuclei_RadialDistribution_FracAtD_Mito_3of4,0.0,0.0
0,Control,Cytoplasm_Intensity_MinIntensity_AGP,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_0_0,0.0,0.0
0,Control,Nuclei_Intensity_MassDisplacement_RNA,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensity_RNA,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_5_1,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_6_2,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_Mito_4of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_6_0,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
0,Control,Nuclei_Intensity_MassDisplacement_AGP,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_8_6,0.0,0.0
0,Control,Cells_AreaShape_Zernike_6_2,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
0,Control,Cells_AreaShape_Center_Y,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_DNA_4of4,0.0,0.0
0,Control,Cells_Intensity_MassDisplacement_AGP,0.0,0.0
0,Control,Nuclei_AreaShape_Orientation,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_9_7,0.0,0.0
0,Control,Cells_AreaShape_Zernike_2_0,0.0,0.0
0,Control,Cells_AreaShape_FormFactor,0.0,0.0
0,Control,Nuclei_Intensity_MassDisplacement_Mito,0.0,0.0
0,Control,Nuclei_AreaShape_Solidity,0.0,0.0
0,Control,Cytoplasm_Intensity_MaxIntensity_Mito,0.0,0.0
0,Control,Cells_AreaShape_Zernike_3_1,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensity_DNA,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_2_0,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensityEdge_ER,0.0,0.0
0,Control,Cells_Intensity_IntegratedIntensity_ER,0.0,0.0
0,Control,Cells_AreaShape_Zernike_8_8,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_ER_4of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_ER_2of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_MeanFrac_AGP_3of4,0.0,0.0
0,Control,Cells_Intensity_MADIntensity_ER,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_8_0,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_RNA_2of4,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_DNA_1of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_8_4,0.0,0.0
0,Control,Nuclei_Intensity_StdIntensityEdge_DNA,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_8_4,0.0,0.0
0,Control,Nuclei_Intensity_IntegratedIntensityEdge_RNA,0.0,0.0
0,Control,Cells_RadialDistribution_FracAtD_RNA_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_4_2,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_8_2,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_5_1,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_DNA_3of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_DNA_2of4,0.0,0.0
0,Control,Cells_AreaShape_Compactness,0.0,0.0
0,Control,Nuclei_Intensity_MassDisplacement_DNA,0.0,0.0
0,Control,Cells_Intensity_MeanIntensityEdge_DNA,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_RNA_3of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_7_3,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_RNA_2of4,0.0,0.0
0,Control,Cells_AreaShape_Zernike_4_0,0.0,0.0
0,Control,Cells_AreaShape_Zernike_7_1,0.0,0.0
0,Control,Cells_Intensity_UpperQuartileIntensity_DNA,0.0,0.0
0,Control,Cells_Intensity_MeanIntensity_DNA,0.0,0.0
0,Control,Cells_AreaShape_Zernike_7_3,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_9_1,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_4_2,0.0,0.0
0,Control,Cytoplasm_Intensity_MassDisplacement_RNA,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.0,0.0
0,Control,Cytoplasm_Intensity_StdIntensityEdge_DNA,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_7_5,0.0,0.0
0,Control,Cytoplasm_Intensity_MeanIntensityEdge_AGP,0.0,0.0
0,Control,Cytoplasm_AreaShape_Zernike_9_5,0.0,0.0
0,Control,Cells_AreaShape_Zernike_8_4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_9_5,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_AGP_3of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_ER_1of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_RNA_1of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_RNA_2of4,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_9_3,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_FracAtD_DNA_3of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_MeanFrac_RNA_1of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_FormFactor,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_ER_3of4,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_RNA_1of4,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_Mito_3of4,0.0,0.0
0,Control,Nuclei_Intensity_MeanIntensityEdge_AGP,0.0,0.0
0,Control,Cells_AreaShape_Zernike_2_2,0.0,0.0
0,Control,Cells_AreaShape_Zernike_6_0,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_7_1,0.0,0.0
0,Control,Cells_Intensity_MassDisplacement_DNA,0.0,0.0
0,Control,Cells_Intensity_StdIntensityEdge_DNA,0.0,0.0
0,Control,Cells_AreaShape_Zernike_8_0,0.0,0.0
0,Control,Cells_Intensity_MaxIntensity_ER,0.0,0.0
0,Control,Nuclei_RadialDistribution_MeanFrac_DNA_3of4,0.0,0.0
0,Control,Cytoplasm_AreaShape_MinorAxisLength,0.0,0.0
0,Control,Nuclei_RadialDistribution_RadialCV_AGP_2of4,0.0,0.0
0,Control,Cytoplasm_RadialDistribution_RadialCV_AGP_4of4,0.0,0.0
0,Control,Cells_RadialDistribution_MeanFrac_Mito_3of4,0.0,0.0
0,Control,Nuclei_Intensity_MADIntensity_DNA,0.0,0.0
0,Control,Cells_AreaShape_Area,0.0,0.0
0,Control,Cells_AreaShape_Solidity,0.0,0.0
0,Control,Cells_AreaShape_Orientation,0.0,0.0
0,Control,Cells_RadialDistribution_RadialCV_Mito_4of4,0.0,0.0
0,Control,Cells_AreaShape_Zernike_1_1,0.0,0.0
0,Control,Cytoplasm_Intensity_MassDisplacement_AGP,0.0,0.0
0,Control,Nuclei_AreaShape_Zernike_5_3,0.0,0.0
0,Control,Cytoplasm_AreaShape_Extent,0.0,0.0
0,Control,Cytoplasm_Intensity_UpperQuartileIntensity_DNA,0.0,0.0
1,Cytoskeletal,Cells_AreaShape_FormFactor,1.2138627387757526,1.2138627387757526
1,Cytoskeletal,Nuclei_Intensity_IntegratedIntensity_DNA,1.0066069783451228,1.0066069783451228
1,Cytoskeletal,Nuclei_AreaShape_MinorAxisLength,0.9506226062573953,0.9506226062573953
1,Cytoskeletal,Nuclei_AreaShape_Solidity,-0.9387509435192514,0.9387509435192514
1,Cytoskeletal,Cytoplasm_RadialDistribution_RadialCV_AGP_4of4,0.8955492225760755,0.8955492225760755
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_0_0,0.7752240586961361,0.7752240586961361
1,Cytoskeletal,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,0.7683958803965577,0.7683958803965577
1,Cytoskeletal,Nuclei_Intensity_MinIntensity_AGP,0.6621879700585483,0.6621879700585483
1,Cytoskeletal,Cells_Intensity_StdIntensityEdge_DNA,0.6501042244758176,0.6501042244758176
1,Cytoskeletal,Cytoplasm_Intensity_MADIntensity_RNA,-0.6236956843630275,0.6236956843630275
1,Cytoskeletal,Cells_Intensity_MaxIntensityEdge_Mito,0.5529792285641882,0.5529792285641882
1,Cytoskeletal,Nuclei_RadialDistribution_FracAtD_Mito_3of4,-0.5430261055124296,0.5430261055124296
1,Cytoskeletal,Nuclei_RadialDistribution_RadialCV_ER_2of4,0.4671290557047043,0.4671290557047043
1,Cytoskeletal,Nuclei_Intensity_IntegratedIntensityEdge_AGP,0.45005685070680507,0.45005685070680507
1,Cytoskeletal,Nuclei_RadialDistribution_RadialCV_ER_3of4,0.40074490734564544,0.40074490734564544
1,Cytoskeletal,Cells_RadialDistribution_MeanFrac_ER_3of4,-0.3798182704511441,0.3798182704511441
1,Cytoskeletal,Cells_AreaShape_Compactness,-0.3569014155016442,0.3569014155016442
1,Cytoskeletal,Cells_RadialDistribution_MeanFrac_Mito_3of4,-0.34775172628351675,0.34775172628351675
1,Cytoskeletal,Nuclei_RadialDistribution_RadialCV_DNA_2of4,0.3140658918109016,0.3140658918109016
1,Cytoskeletal,Cells_Intensity_IntegratedIntensity_AGP,0.2741581559356872,0.2741581559356872
1,Cytoskeletal,Nuclei_Intensity_IntegratedIntensity_ER,0.18700408385255204,0.18700408385255204
1,Cytoskeletal,Nuclei_Intensity_MADIntensity_DNA,0.16209993824105942,0.16209993824105942
1,Cytoskeletal,Cells_RadialDistribution_MeanFrac_RNA_3of4,-0.15064060307717486,0.15064060307717486
1,Cytoskeletal,Cells_AreaShape_Perimeter,-0.1442037273045359,0.1442037273045359
1,Cytoskeletal,Nuclei_RadialDistribution_RadialCV_DNA_4of4,0.13100475465204797,0.13100475465204797
1,Cytoskeletal,Nuclei_Intensity_MassDisplacement_DNA,0.10850438792564641,0.10850438792564641
1,Cytoskeletal,Nuclei_RadialDistribution_RadialCV_Mito_3of4,0.07245159683821259,0.07245159683821259
1,Cytoskeletal,Cytoplasm_Intensity_MaxIntensity_AGP,-0.05982939765622334,0.05982939765622334
1,Cytoskeletal,Cells_RadialDistribution_RadialCV_Mito_4of4,0.03739120338621864,0.03739120338621864
1,Cytoskeletal,Nuclei_Intensity_MADIntensity_Mito,-0.03729918988728654,0.03729918988728654
1,Cytoskeletal,Cytoplasm_Intensity_StdIntensity_ER,-0.017813619078743636,0.017813619078743636
1,Cytoskeletal,Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,-0.014122782691528332,0.014122782691528332
1,Cytoskeletal,Cytoplasm_AreaShape_Solidity,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_7_3,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_5_3,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_MeanFrac_DNA_2of4,0.0,0.0
1,Cytoskeletal,Cytoplasm_RadialDistribution_MeanFrac_ER_2of4,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Center_X,0.0,0.0
1,Cytoskeletal,Cytoplasm_Intensity_MassDisplacement_DNA,0.0,0.0
1,Cytoskeletal,Cells_Intensity_MADIntensity_DNA,0.0,0.0
1,Cytoskeletal,Cells_AreaShape_Zernike_9_9,0.0,0.0
1,Cytoskeletal,Cytoplasm_Intensity_IntegratedIntensityEdge_RNA,0.0,0.0
1,Cytoskeletal,Cells_AreaShape_Zernike_8_2,0.0,0.0
1,Cytoskeletal,Cells_Intensity_IntegratedIntensityEdge_Mito,0.0,0.0
1,Cytoskeletal,Nuclei_RadialDistribution_RadialCV_ER_1of4,0.0,0.0
1,Cytoskeletal,Cells_AreaShape_Zernike_5_3,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_9_1,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_3_3,0.0,0.0
1,Cytoskeletal,Cytoplasm_Intensity_IntegratedIntensity_RNA,0.0,0.0
1,Cytoskeletal,Cytoplasm_Intensity_IntegratedIntensityEdge_AGP,0.0,0.0
1,Cytoskeletal,Nuclei_Intensity_MedianIntensity_DNA,0.0,0.0
1,Cytoskeletal,Cells_AreaShape_Zernike_5_1,0.0,0.0
1,Cytoskeletal,Nuclei_RadialDistribution_FracAtD_RNA_3of4,0.0,0.0
1,Cytoskeletal,Cells_Intensity_MinIntensityEdge_Mito,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_7_5,0.0,0.0
1,Cytoskeletal,Nuclei_Intensity_MeanIntensityEdge_RNA,0.0,0.0
1,Cytoskeletal,Nuclei_AreaShape_Zernike_3_1,0.0,0.0
1,Cytoskeletal,Cytoplasm_RadialDistribution_RadialCV_Mito_4of4,0.0,0.0
1,Cytoskeletal,Cells_Intensity_MaxIntensityEdge_ER,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_3_1,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_RadialCV_AGP_4of4,0.0,0.0
1,Cytoskeletal,Cells_Intensity_MassDisplacement_Mito,0.0,0.0
1,Cytoskeletal,Cytoplasm_RadialDistribution_MeanFrac_Mito_2of4,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_FracAtD_ER_3of4,0.0,0.0
1,Cytoskeletal,Nuclei_AreaShape_Zernike_6_0,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Compactness,0.0,0.0
1,Cytoskeletal,Cells_AreaShape_Zernike_9_1,0.0,0.0
1,Cytoskeletal,Cells_AreaShape_Zernike_9_3,0.0,0.0
1,Cytoskeletal,Nuclei_RadialDistribution_RadialCV_RNA_3of4,0.0,0.0
1,Cytoskeletal,Nuclei_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_7_1,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_RadialCV_DNA_4of4,0.0,0.0
1,Cytoskeletal,Cytoplasm_Intensity_MassDisplacement_Mito,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_RadialCV_DNA_2of4,0.0,0.0
1,Cytoskeletal,Cells_AreaShape_Zernike_5_5,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_8_2,0.0,0.0
1,Cytoskeletal,Cells_AreaShape_Zernike_7_7,0.0,0.0
1,Cytoskeletal,Cells_Intensity_StdIntensityEdge_ER,0.0,0.0
1,Cytoskeletal,Cytoplasm_Intensity_MassDisplacement_ER,0.0,0.0
1,Cytoskeletal,Nuclei_RadialDistribution_MeanFrac_AGP_1of4,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_MeanFrac_AGP_3of4,0.0,0.0
1,Cytoskeletal,Cytoplasm_Intensity_MADIntensity_DNA,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
1,Cytoskeletal,Nuclei_AreaShape_Zernike_6_4,0.0,0.0
1,Cytoskeletal,Cytoplasm_RadialDistribution_RadialCV_ER_1of4,0.0,0.0
1,Cytoskeletal,Cytoplasm_RadialDistribution_RadialCV_DNA_1of4,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_RadialCV_ER_3of4,0.0,0.0
1,Cytoskeletal,Nuclei_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
1,Cytoskeletal,Nuclei_Intensity_StdIntensityEdge_ER,0.0,0.0
1,Cytoskeletal,Nuclei_Intensity_IntegratedIntensityEdge_DNA,0.0,0.0
1,Cytoskeletal,Nuclei_RadialDistribution_RadialCV_Mito_1of4,0.0,0.0
1,Cytoskeletal,Nuclei_AreaShape_Zernike_6_6,0.0,0.0
1,Cytoskeletal,Cells_Intensity_IntegratedIntensity_DNA,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_1_1,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_RadialCV_RNA_3of4,0.0,0.0
1,Cytoskeletal,Nuclei_AreaShape_Zernike_8_8,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_RadialCV_RNA_4of4,0.0,0.0
1,Cytoskeletal,Nuclei_AreaShape_FormFactor,0.0,0.0
1,Cytoskeletal,Nuclei_Intensity_MeanIntensity_DNA,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_RadialCV_AGP_1of4,0.0,0.0
1,Cytoskeletal,Nuclei_Intensity_IntegratedIntensity_RNA,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_9_7,0.0,0.0
1,Cytoskeletal,Nuclei_RadialDistribution_MeanFrac_RNA_2of4,0.0,0.0
1,Cytoskeletal,Cytoplasm_RadialDistribution_MeanFrac_RNA_4of4,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_FracAtD_Mito_3of4,0.0,0.0
1,Cytoskeletal,Cells_Intensity_MeanIntensityEdge_AGP,0.0,0.0
1,Cytoskeletal,Cells_Intensity_MassDisplacement_ER,0.0,0.0
1,Cytoskeletal,Cytoplasm_RadialDistribution_RadialCV_Mito_2of4,0.0,0.0
1,Cytoskeletal,Nuclei_AreaShape_Zernike_8_0,0.0,0.0
1,Cytoskeletal,Cells_Intensity_IntegratedIntensity_RNA,0.0,0.0
1,Cytoskeletal,Cytoplasm_Intensity_IntegratedIntensityEdge_Mito,0.0,0.0
1,Cytoskeletal,Cytoplasm_RadialDistribution_FracAtD_AGP_3of4,0.0,0.0
1,Cytoskeletal,Cells_RadialDistribution_FracAtD_DNA_3of4,0.0,0.0
1,Cytoskeletal,Cells_Intensity_IntegratedIntensityEdge_DNA,0.0,0.0
1,Cytoskeletal,Cytoplasm_Intensity_MinIntensity_AGP,0.0,0.0
1,Cytoskeletal,Cytoplasm_Intensity_MADIntensity_ER,0.0,0.0
1,Cytoskeletal,Nuclei_Intensity_MassDisplacement_RNA,0.0,0.0
1,Cytoskeletal,Nuclei_AreaShape_Zernike_5_5,0.0,0.0
1,Cytoskeletal,Cytoplasm_AreaShape_Zernike_9_3,0.0,0.0
